class,text
1,"He is actually played by  Renton Skinner, a regular on  The Armstrong and Miller Show ."
0,"Parodied by one of the film clips, which is supposedly a remake of  The Incredible Hulk  TV series done on a shoestring budget by the  Sunderland Independent Film Trust ."
0, Shooting Stars  is generally more mainstream and well-known than Vic and Bob's sketch shows such as  Vic Reeves Big Night Out  and  The Smell of Reeves and Mortimer .
0,"This  may  be a  Hotter and Sexier  version of  Morecambe And Wise 's ""Lady Who Comes Down At The End"" gag, especially since Vic and Bob are often compared to Eric and Ernie in chemistry."
0,"After Vic's incomprehensibly ""singing a song in the club style"" as a question, a former  Running Gag  was for Bob to then say ""Let's hear that song sung correctly"", only for Vic to sing it exactly the same as before."
0,"That's right, Dave is a grandfather too."
0,"During their expedition, their hot air balloon crashes in the uncharted Amazon jungle, where they end up on the prehistoric 'Plateau'."
0,"Even though the main characters are from the start of the 20th century, they don't seem to notice that the helicopter pilot is black and treat him like anyone else."
0,Veronica gets drugged to mindless order following in one episode which nearly leads to her killing one of her friends.
0,It ends in  Mud Wrestling  as they land in the only mud pit around.
0,"Roxton accepts that he died and actually requests that she just claim him, but she says that if he doesn't try, his friend's lives will be forfeit, too."
0,"When Summerlee gets stung by a gigantic bee and hallucinates about his dead wife she resumes that role to comfort him, she looks out for Malone and Veronica, helps Challenger and becomes Roxtons confidante whenever the memory of his brother breaks him."
0,The protector takes the ruthless and violent part - basically the hunter part - out of him andd gives him a life of his own.
0,While Challenger gets help she hallucinates about her best friend Adrienne who keeps her awake so Marguerite doesn't fall asleep.
0,It went wrong... and left him a broken man.
0,Stuart's attempt to explain why when he's so horny he can't be trusted with anybody but Maxine.
0,"Averted in a spin-off special  No Easy Decision  where Markei, a girl previously featured on the show, became pregnant a second time and decided to abort it."
0,"The episode ""The Swagman"" features an eccentric old man camping out in the park and offering to do odd jobs for food."
1,"It turns out the man is really a wealthy, famous individual that has decided to get back  to a life of adventure."
0,Kangaroos make no such sounds.
0,One of the recurring villians has a Right Hand Koala.
0,"This included DNA advances, allowing for a  Half-Human Hybrid  to appear."
0,"When Arturo tries to object to this attitude that Quinn may as well be convicted, the host warns him not to try any other ""lawyer tricks."
1,"Instead, it makes him fall in love with  Wade ."
1,"Because Fox mistakenly scheduled it  after  ""The Exodus, Part 2"" in which Arturo is killed, they had Universal film a brief prologue with Wade and Rembrandt in which it's established that Wade's bothered by memories of the events of ""The Last of Eden."
1,"They are no ghosts, just doubles of the Sliders trapped on another plane as a result of a sliding mishap."
1,"Aside from the many strange things they've seen in their journeys, this is particularly ridiculous when you consider that Quinn himself was rendered ghost-like in Season 2's ""Gillian of the Spirits"" and could only be seen by one person."
1,"Considering that, Quinn and Rembrandt should've been more receptive to what Colin was talking about."
1,Arturo seemed to run on this trope.
1,"Being a college professor, he was always intent on suggesting a simple, logical explanation to strange incidents."
0,"Played with in ""The Other Slide of Darkness,"" where both Rembrandt and Maggie express disbelief in the superstitious beliefs expressed by the locals."
0,"As they have no time, the Sliders choose to slide out with a weakened Maggie rather than try to help."
1,"With the Sliders gone and the doctor overtaken, the symbiote is free to continue its goals unimpeded."
1,"""The Dying Fields"":  The sympathetic Humagg soldier is murdered by her lover for betraying the Kromaggs."
1,"Worse, the Sliders aren't able to save the remaining human captives and the camp stays open - meaning business will continue as usual."
1,"""Applied Physics"":   Diana attempts to make her double's life better with Geiger's help, but - among other changes - she winds up erasing her double's daughter from existence."
1,The team has to slide before she can to set things right.
1,"""Strangers and Comrades"":  Rembrandt learns the quest to find Michael Mallory's anti-Kromagg weapon was all for nothing."
1,"Clair is a  female double of Quinn  in ""Double Cross."
0,"Simpson had been arrested and was still on trial, they had trouble believing that the world could have changed so much in just two years."
0,"A mix of a spider and wasp (yes,  flying spiders the size of your head ), they were genetically engineered for pest control namely the actual killer bees... And ironically enough, a few queens escaped from the labs and suddenly the cure became a lot worse than the plague."
0,"Rembrandt used to be a singer in a Motown band, who dumped him once they got famous."
0,"Jerry's  Stand by Me  co-star Corey Feldman appears as Reed in ""Electric Twister Acid Test."
1,"Their actors all left the show on bad terms (not surprising, given the aforementioned behind-the-scenes turmoil), and their characters paid the price ."
0,The same theorists that came up with the 'mass of jupiter' equation have also postulated how much power it would take if you used Dark Energy as the source of negative pressure.
1,"Fans have debated heavily over which Arturo slid, but if the wrong one did, then the real Arturo is trapped on a world not his own and separated from his friends."
1,"Later, Colin became ""unstuck,"" meaning that he would involuntarily travel from one dimension to the next for the rest of his life."
1,"Geiger (a character who has experienced this before but found an ""anchor"") has compared this experience to being caught in a violent storm."
1,"Clair, Quinn's Evil  Half Identical Twin  from another world, who was pushed into an unstable portal, and never seen again."
0,"The Sliders still go forwards in time, however, and Quinn ends up stopping something that put him in jail, after he started out there."
1,"John Rhys-Davies has story credit on ""The Exodus, Part 1""  (the episode where Arturo is killed off) , though note that he had no input into the script."
1,"After they leave, you see a gardener with an oil can ."
1,"Averted in ""Genesis"", but the sliders leave   because the kromaggs conquered Earth Prime ."
0,""" A series, airing on  The WB  and later  The CW , that chronicles Clark Kent's adolescence as he comes into his powers and eventually takes on the mantle of  Superman ."
1,"It could be said that the first half of the show, from Seasons 1 through 5, dealt more with Clark figuring out who he was (and adding in some  Teen Drama  elements), while the second half of the show, from Season 5 onwards, was more about Clark finding his place in the larger  DC Universe , with recurring guest roles by  Green Arrow , the rest of the  Justice League , the  Justice Society , and  Darkseid and the  New Gods  taking place during these seasons."
1,It could also be said that these later more DC mythos-focused seasons were  Darker and Edgier .
0,The show is especially notable for introducing the characters  Chloe Sullivan and Lionel Luthor  and for bringing the  Silver Age  idea of young Clark and Lex knowing each other back into prominence.
0,"It doesn't help that this rule only applies to Clark, with his cousin, his  Evil Twin , and other Kryptonians being able to fly from day one which, combined with the aforementioned angst, makes him come off as weak to some viewers."
1,":  ""Tempest"":  a tornado hits Smallville ."
1,"""Vessel"":  Brainiac unleashes a computer virus that causes all technology on Earth to shut down, causing mass hysteria ."
1,"The final scene shows Clark leaving Ryan's hospital room, looking back on the now empty bed, and he stands in the corridor, the hospital staff walking around Clark, oblivious to his grief."
1,"Overcome with grief and guilt, Clark deliberately puts on the Red Kryptonite ring, reverting to his  Jerkass  Kal persona to avoid feeling any more pain."
1,"As Kal, he leaves Smallville, Lana and his adoptive parents, seemingly for good."
1," and had married Clark, is murdered ."
1, began here.
1,", Clark is trapped in the  Phantom Zone , Lionel and Chloe are being attacked by a mob, Martha and Lois' plane crashes ."
1, and Zod returns as a younger previously cloned version of the original .
1, stabbed into him and is falling to his death off the building.
1,"He gets better, though."
0,"The Chloe example might not count, though."
1,"Season 10's  ""Fortune"" was based on the fact that Allison Mack was only going to be in five episodes in the  Finale Season Chloe's probably-final appearance, so her leaving in this episode was not a surprise."
1,The fact that Oliver goes with her for an undetermined length of time is the surprise.
1,"Oh,  and Tess and Emil might just be   hooking up now ..."
1,"""Lexmas"", actually subverted when  Lex is forced to pursue money and power in order to save the life of his potential future wife, who would have died if he had become a  Nice Guy , setting up his future status as the antithesis of  Superman ."
1, Michael Rosenbaum  as...  take a wild guess .
1,"Lionel (John Glover) also came back ( sort of ) for the final season, and it's been confirmed Zod will be back for one of the final five episodes as well."
1,Aaron Ashmore reappeared as Jimmy Olsen... the  real  Jimmy Olsen.
0,"Also, Jonathan Kent reappears multiple times in the finale, most notably appearing out of nowhere to hand Clark his iconic suit in the Fortress of Solitude."
1,"As of Season 9,  Martha has become  The Chessmaster , making the family complete."
1,"Between  Lionel ,  Lex , and  Tess , they definitely count."
0,"It's revealed to be fatal in a later episode, however, and they are unable to reach an expert who could possible save him before it's too late."
1,"The  parallel-universe Lionel Luthor will seem to be even more evil and dangerous than his counterpart in the ""original"" universe was before he was changed by Jor-El ."
1,And the producers and Tom Welling himself have hinted that  Lex could be back if Michael Rosenbaum returns .
1,", Rick Flag, Alexander, Earth-2 Lionel, and possibly  the real Lex all competing for the title ."
1,"Season 10's "" Luthor "" gives us this: ""I'm from  out of town ."
1,"And with  Martian Manhunter , it stuck till  he died , but  he got better ."
1,"As did  Kara  in Season 8's ""Bloodline""."
1,And it's now been confirmed that  Kara  will show up again in Season 10.
1,"However, there were twists that did come out of nowhere,  such as  Connor Kent  in  Season 10  and Jonathan Kent dying in  Season 5  but do occur if you have seen the right clue."
0,"There were plans to adapt the Chloe Sullivan character into the  official DC Superman comics , but they couldn't come up with the right story or role for her."
0,Looks like they are going to do it after all  in an announcement at Comic Con .
0,"In the early seasons, she was rash, impulsive, and always eager to expose the truth about everything."
1,"When she got  extremely jealous of Clark and Lana's relationship , she  made an ill-advised deal with Lionel to spy on him as  revenge , though she quickly regretted it ."
1,A year-long  Break the Cutie   Story Arc  and a ton of character growth in Season 3 made Chloe become more mature as time went on.
0,Their base even has black and white squares all over the place.
1,"The  Lana clone  created just to be killed, so  she could  fake her death ."
1,Lex would  do practically the same exact thing  to    fake his death .
1,"Come to think of it, Season 7 in general could have reasonably been given the tagline ""Attack of the Clones"", given that this season features all the clones mentioned above (except for  the Zod clone from Season 9 and his army, of course ), plus Bizarro for three episodes."
1,"The child clone has survived for now and turned very, very  evil ."
1,"...except now he's gone through a potential  Heel Face Turn  as of ""Beacon"", and according to... certain spoilers for the episode ""Scion"", looks like it's going to stick."
1,", the clone is now revealed to be another way to bring in [[Superboy another DC Comics character  who had gone through his own share of  Cloning Blues ."
1,", he wears black   the color he wore as Kal-El in the Season 4 opener ."
1,"It starts in the pilot when he's strung up as the Scarecrow in a very literal crucifixion, he gets another in ""Hidden"" after being shot by Gabriel, and in  ""Salvation"" after being stabbed by Zod with blue kryptonite ."
1,"As Superman can be seen as  a Jesus allegory , this makes sense."
1,"Chloe coined this phrase; ironically,  she later discovers that she herself is a ""meteor freak"" and rails against use of the term , much to Jimmy's bewilderment (he wasn't in on this secret yet)."
0,"He has a more dedicated nemesis than anybody else on the show, a crippling weakness, and any number of people who want to capture him to exploit his powers/study the alien."
1,"If you weren't in the comics and your name isn't  Chloe Sullivan , you're probably going to die before all's said and done."
0,"Several of the ""meteor freaks""."
1,"Used to a ridiculous grade in ""Finale"", when Tess simply   smudges a neurotoxin in Lex's face  making him forget everything, not just Clark-related stuff; every single thing that ever happened in his life is completely and instantly erased."
1,"The details are still unclear, but as of the Season 10 premiere, it appears that this is   Darkseid's  natural form."
1," Chloe  She lost the ability later, due to a bizarre encounter with Brainiac."
0,"The episode ""Warrior"", turned the in-universe fictional Warrior Angel into a  CaptainMarvel  Expy."
0,"A Civil-War era photo of a bearded Knox which Lex shows Clark confirms he's immortal, or at least older than he looks."
1,"In later years, this would extend to  recurring characters  and several cases of  series regulars   Whitney Fordman, Jason Teague, Davis Bloome, and Jimmy Olsen , who'd be  Killed Off for Real , might be mourned in the episode they died, and then either never mentioned again or mentioned in only the briefest most casual way for plot purposes."
1, he was at the start of the series and not as the  ally  he became in the show's second half.
1,"Then again, in the finale   absolutely all his memory is erased, up to and including all his childhood memories, rendering this pretty much pointless."
1,"Well, presumably, his personality is still in-tact, so he is still the bitter, angry, cynical bastard we've all come to know,  even if he doesn't remember  why ."
1,"Although he's one of the good guys, so it's not really ""of doom""."
1,"The government has recently gone above board with the Vigilante Registration Act and General Slade Wilson spearheading it,   although the public is still in the dark about the government constructing concentration camps for the superheroes ."
0,"He even explicitly says in ""Rosetta"" that no matter what he finds out about his people, the Kents will still be his mom and dad."
1,"In the Season 9 finale's brief glimpse of the year 2013, when  Superman  saves the Daily Planet from a plane crash, Lois smiles out the window at him   while wearing what appears to be a wedding ring, implying that she and Clark/Superman may be either married or engaged by this point in the future."
1,"In ""Homecoming"",  we know they are at least dating and Clark has told her that he loves her ."
1,"In ""Luthor"",   he has proposed to her and she said yes ."
1," Lionel , who eventually becomes a  father figure  for Clark."
1,It was mostly a case of Clark redeeming him.
1,"While Lionel still had ulterior motives, for the most part by Season 7, he was genuinely concerned with making sure the world didn't end as a result of Lex's various insane quests, and Clark was naturally the best means to accomplish this."
1,"In   ""Homecoming"", both Brainiac (5) and Greg Arkin (the villain of the second episode of the series who returned to his high school reunion to thank Clark for helping him overcome his madness) ."
0,Lana's distant ancestor Countess Isobel also looks just like her.
0,"But then again, it  was  a double length episode."
0,Or just being a megalomanic.
1,"In fact, by Season Eight it's fully gone, though  in ""Hex"", when Zatanna granted his deepest wish he lost his powers and his memory of them, but Chloe was able to snap him out of it."
1,"In Season Nine, it's even less likely he wants to be normal, as he has accepted his destiny to help humanity with his powers."
1,This could be considered as part of the character growth as a virtual human raised by humans who is on the cusp of fully accepting who and what he is and thus becoming Superman.
0,The show is saturated with these.
1,Also a case of  Dying To Be Replaced  which is only of humourous interest to people who have read the  Renamed Tropes  page.
1,""", and they mention  that they've never heard of Chloe ."
0,A side-effect of  Color-Coded for Your Convenience    Clark's blue shirt and red jacket combo.
1, Darkseid takes Lionel's heart out and plants it in the Lex clone's body .
0,Why would he use a jack with his overwhelming strength?
0,"Morgan Edge played by Rutger Hauer and then Patrick Bergin, due to Hauer being unavailable; explained through  plastic surgery ."
1,"Possibly {{Justified}] in that  Jor-El has apparently been holding some of Clark's powers in check, until he was mature enough to pass his final test and take on the mantle of Superman."
1,"Also I never saw him actually TOUCH Apokolips but what I did see was the Omega's breaking, I got the impressing it was him making the effort to push the planet back that inspired the world, broke the omegas and reversed the gravitation pull."
1,"After finding a photo that shown that Lionel's death was not suicide , Lois and Jimmy are trapped by a shooter  under Lex's orders ."
1,The shooter shoots Lois in the shoulder after she locked them inside and went to attack.
1,"Of a kind,  in the episode ""Rabid"" when the people who have been turned into zombies, Lois included, are cured ."
0,"Used multiple times, but referenced by name in Season Eight's ""Infamous""."
1,"Chloe, that is Allison Mack, only came back for a few episodes in Season 10; Lionel Luthor, that is John Glover, is back apparently for a few episodes if not the rest of the series, albeit  he is not the ""original"" Lionel Luthor but from a parallel universe ."
0,"Tess is being pursued by Checkmate, who implanted her with a tracking device powered by her body."
0,"Also her poor spelling, which started way back in the  movie  (admittedly, it was incorporated as canon in the comic, even before the series started)."
1,"Fortunately, when the gunman talks,  Clark hears him, allowing him to locate them and save her ."
1,"Done again in ""Lazarus"" which is a  Mythology Gag  to the first Superman moivie, as Lex says ""you can't save them both."
0,There's no character on the show who's  not  one.
1,Even LEX LUTHOR knows that Clark Kent is Kryptonian at this point .
1,"Of course, it's anyones guess if she'll get to remember it."
1,There is no reason to expect she will spill the beans .
1,"Most of the people who have learned Clark's secret are dead, their memories wiped, or incommunicado (in the Phantom Zone, inside some super science device, in a coma etc)."
1,"Some good ""Meteor Freaks"" have learned and kept the secret."
0,"Ironically, Lex would later marry Lana and it would be a large factor in the break up of Lex and Clark's friendship in addition to Lex's evil deeds."
0,"It's kind of creepy the way they  gush  over then-teenage Lana/Kristin, calling her "" the true magic of the show ."
1,"Blink and you'll miss it, but in an episode where Clark is depowered (  actually inside a virtual world ), he leaves the room without Lois or anyone else present noticing his disappearance for a few minutes, showing that he can actually do this without using super speed."
1,"As of ""Icarus"",  Cat has  agreed to at least be more objective when it comes to superheroes , though whether or not this  actually sticks  is yet to be seen."
1,":  Type 0: Lois, Chloe, The Kents, Lex, Lionel, Tess, Lana  before she gains Lex's super suit  Type 1: Green Arrow, Rick Flag, Deadshot, Slade Wilson,   or is he?  "
0,"""  The Vigilante Registration Act, headed by one General Slade Wilson, is a subtle one aimed at Marvel's  Civil War  and  Dark Reign  storylines."
1,"Not that being dead managed to stop Jonathan, Lionel   Lex returning in some capacity ."
1,"The eighth season alone features Lois 'admitting' to  being in love with Clark  under lie detector and then claiming to have fooled the machine, and (in a separate episode) Clark  revealing his identity to the world ."
1,"In a past episode, Clark also told Lana the truth about him before resetting time after she died, and, in a strange inversion, he once  erased the knowledge of his alien heritage from Chloe's mind    which  also  didn't stick (i.e."
0,"They eventually stopped doing that, thankfully."
0,"How else would one describe the town of Smallville, Kansas?"
1,"Now that we know that   Tess is Lex's half-sister, it is all in the family ."
1,"They specifically said ""not have sex, make love"" ."
1,"They  did/will/would have , in the  Bad Future  seen in ""Pandora"" ."
1," that was promptly erased thanks to  Time Travel , so it's back to square one."
1,She wanted to bring them out of hiding to join the budding JLA and prepare for the coming Apocalypse (or is it Apokolips?).
1,Both Clark and Bizarro were searching for Dax-Ur for different reasons.
1,"Brainiac separately told both of them to find Dax-Ur's shield, a device which would transport the user to Dax-Ur himself."
1,Clark manages to find it and locates Dax-Ur.
1,It didn't matter to Brainiac who reached Dax-Ur.
1,"What's important was that the activation of the shield emitted a beacon which allowed Brainiac to reach Dax-Ur, who had created him."
1,Brainiac wanted to download information from Dax-Ur's brain to upgrade himself and become more powerful.
0,It ran from 2001-2002 on  ABC Family .
1,Larry's real name is  Spartacus .
0,"Luckily, Manuelo  doesn't hate it."
0,"Let's countMartn, Luca, Juan, Sandi, Lucho, Ezequiel, Mimicha, Angel, Sissi... 9 people living at the same house!"
0,"Dr Robotnik was already a villain in the games, but even in installments at the time was portrayed as somewhat clownish and whimsical ( despite the West's best attempts to harden him up )."
1,"As  Uncle Chuck states when restored ""we just can't  do  anything about it."
0,"Shading, actual muscle movements, and realistic (""gritty"") fragmentation effects on the backgrounds as lasers hit walls are all examples."
0,"Sally getting roboticized (in Sonic's bad dream) in ""Sonic's Nightmare""."
0,""", ""I'm waiiiiiiting!"
0,The series ended on a cliffhanger in which Dr.
1,"Writer Ben Hurst revealed his plans for a third season where the mysterious red eyes belonged to   Naugus , a minor villain featured earlier in the series and a former partner of Dr."
1,"The intended story was adapted by the Archie comics, but because the comic strove to merge the other (often conflicting) versions of the franchise, it fell short of serving as a  pseudo-conclusion  for Sonic SatAM."
0,"There were only two games, four counting the  Game Gear  ones, so there wasn't much to adapt."
0,"Cluck also appears in the show's opening sequence, but after that he's never seen again."
0,This is the reason Ro-becca is so obsessed with Antoine.
0,The show's rendition of Robotnik is for the large part far more menacing and horrific than his more whimsical games counterpart.
0,"At least partially due to the  Parent Service , this is popular among the subculture."
1,"If it wasn't so damaged from  Sonic weaponizing an oil derrick against the ship, he could've  won ."
1,"Thanks to Robotnik, The suburban monarch in ""Sub Sonic"" is the sole survivor of his kind.Also,   Dulcy  is close to becoming this."
1, Snively  becomes this at the end of the series.
0,"Snively is treated as a worthless toady by Robotnik, and something of a laughing stock to most of Freedom Fighters ( except Antoine )."
0,"Despite playing a big part in the games, Tails is more of a background character who is given the occasional  Day in the Limelight ."
0,"Dulcy, who is a fire breathing dragon."
0,"A criticism occasionally issued towards Sally, who was of the strong independent woman type frequent in the early 90s."
0,"Ironically, ""Red Oni"" Sonic has blue fur, while ""Blue Oni"" Sally has  red hair."
0,"Robotnik always refers to Sonic as ""the hedgehog"" or degradory names such ""rodent""."
1,"VariationIn the episode ""Game Guy""  Ari gets sucked into The Void."
1,"A book called  Sonic: Friend or Foe  was made based on this episode, and in it  Ari escapes with Sonic unharmed ."
0,Bunnie's southerner dialect and Robotnik and Snively's British accents may also count.
0,That breakdown is also a  Shout Out  to  The Adventures of Sonic the Hedgehog  where  Dr.
0,"Robotnik's   Catch Phrase  was "" I hate that hedgehog!"
0,"In one episode, Antoine is being held captive and interrogated by Snively."
1,Then Snively nearly breaks him...by   preparing French cuisine incorrectly (making escargot with  margarine ?!
0,Just as much as the genre it was ridiculing.
0,"Officer Mike, who commissions Red Jacket to convert his 1919 to a shoulder mounted weapon."
1,Will let loose with this   when the original design of the Gatling shotgun blew up .
0,It folds out into a modified M11.
0,":  Supposedly, Will OK'd the motorcycle-machine gun because he had never gotten the opportunity to create a gun for purely aesthetic reasons."
0,"Not counting Will, as he didn't participate, Vince is the shop's fastest stripper, winning $100 for doing it the fastest while also  blindfolded."
0,The suppressors simply bring down the noise level of the firearm to where you don't need ear protection.
0,"""Live Free"" is tatted across Vince's knuckles."
0,He is of Choctaw descent on his mother's side.
0,"In addition to the bayonet of his anti-zombie M16 in the season 3 finale, Will also smashed the hell out of several ""zombie"" targets with the butt of the rifle."
0,"He makes them do terribly demeaning grunt work like cleaning out the toilets or picking up the dog kennel, because he says that the surest way to tell someones work ethic is to see how well they do a bad job."
0,One episode had a girl with a .50AE Desert Eagle.
0,"Although not often seen, the Red Jacket crew have a  pit bull terrier  named Grover kept in the garage."
1,"""  Towards the end of the third season's opener episode on its original airing, a preview of the next episode was aired during a commercial break showing   Kris  getting excited over the prospect of working on the USS Kidd destroyer-class ship."
1,"It kind of ruined the suspense of whether or not Kris would really be leaving Red Jacket to be with Steph by the end of the episode, practically making Kris' fate with his job a foregone conclusion."
1,The second season finale dealt with all the desert-AR troubles and Vince's jealousy and spite coming to a head.
1,"Also, serious questions arose as to whether the team was going to have a functional weapon to show (with the stakes being raised with an increased time frame and a retired military  general  coming to see the product)."
0,:  Mounting the .50-Caliber Machine gun on top of the War Wagon.
0,"At least where the nucleus of the cast is concerned, it is basically  Sonny With A Chance  minus Sonny."
0,"Not a dog, but a monkey took it instead."
0,"The other band members could count, to a lesser extent."
0,"MC Grammar, to the point of getting beat up."
0,"At one point, the other anchor asks ""when did you find the time to write all these letters and how did you know what I was going to say?"
0,"One sketch has  Fred ,  Taylor Swift  and Willow Smith participate in a game show, but no one can actually play because Taylor keeps singing all her answers (in a  Jimmy Hart Version  of the pre-chorus of "" You Belong With Me ""), Willow keeps flipping her weave and saying repeating everything she says at least twice, and Fred is too busy being... Well,  Fred ."
0,""") Quique overheards that, get horrorized, and run away to take refuge in a chapel, full of shame."
0,""" (""te puedo decir tres cosas?"
0,"First, she replies with a sarcastic tone ""Are you kidding?"
0,"They turned out to be teenage versions of Esperanza and Quique, who fall in love as well."
0,She gave it to someone else: Constanza!
0,"the relations of Martn and Esperanza are always passionate, while those of Constanza and Quique are brief and unsatisfactory."
0,"Martn does his best to be a good parent, but Constanza, Miguel and Falucho, who want to remove the adopted kids from the scene, always tell the jury when something happens that could be considered Hands Off Parenting."
0,"So she trained in boxing in secret, put all her anger in the training, defied Esperanza to get to a ring and settle things once and or all... and Esperanza won by knock-out with a single punch."
0,"Esther, a naive young woman from Buttevant, moves to  Dublin  for a better life, but encounters anti-""culchy"" prejudice."
0,"""7 Up, it's yummy so it is."
0,"Jack also mentions her when he says ""I have two daughters - two of them - and one of them's a boy""."
0,Daisy is a bubbly aspiring journalist who doesn't have anything to say nor the work ethic to say it.
1,"It's implied that the reason Daisy attempted to move out in the final episode was partially because the  UST  was becoming unbearable for her, and in the Skip to the End extra, it's confirmed that    they are now a real couple with a baby and are still squabbling happily in the same flat."
0,"The DVDs even have a subtitle track consisting purely of the sources of each reference, including, rather confusingly, those from  shows within the show ."
0,"The subtitle on that track then says ""Film Ref: Guacamole Window, Directed by and starring Daisy Steiner."
0,"It was a sandwich of fun, on ecstasy bread, wrapped up in a big bag like disco fudge."
0,"Duane Benzie is clearly this in Tim's memories (more athletic, higher income, nice car, more attractive to women)."
0,Brian has one that he uses as a paintbrush on occasion.
0,...This [shirt] was new!
0,At one point Tim outright says that every odd numbered Star Trek movie is shit.
0,"In ""Dissolution"", between Marsha and Tim regarding ""what [Tim's] up to""."
0,"And, in fact, Simon Pegg was actually playing the game through each take."
1,"Nearly all of their scenes together are open to interpretation, but their last scene in the series finale - involving each one's respective favourite thing - seems to speak volumes ."
0,"Daisy asks what the sound was, and it turns out it's the new doorbell Tim bought."
0,Then we see Brian's memory of a performance.
0,"It was full of ""You'll always be special"" and ""I'll always love you"" platitudes designed to make me feel better while simultaneously appeasing  her deep-seated sense of guilt for running off with a slimy little city boy named Duane  and  destroying my faith in everything in the world that is good and pure ."
0,Brian:  So it didn't really work then.
0,"The role of Brian was originally written for  Julian Barratt , though due to the similarities between  his deadpan style  and Mark Heap's the result would likely have been  much the same ."
0,"Tim Now, we'll have to climb over a perimeter fence."
0," goes, this is easily the  tamest  example."
1,"Ashur was granted a promotion to the villa and was given Crixus' woman, and Oenomaus was slated for freedom and being hired as lanista ."
1,He averts the trope whenever he feels that he can wring more advantage to do so (See  Bad Boss  above)
1,":  Aurelia  castrates a rapist, and later stabs an adolescent boy to death for having her husband killed."
1,"She is  not  an easy mark for a Geddi gang-rape, and does  not  run for safety when her husband comes to her rescue."
1,"Then averted with   Agron , who survives  Blood and Sand  but isn't revealed to be gay until  Vengeance."
1,Spartacus' 'battle' against   Good Solonius  in episode 12 was explicitly designed as an execution.
0,She gets the last laugh on Lucretia by escaping the massacre at the ludus and having her soldiers seal the doors behind her.
1,"""  Ilithyia is horrified when   she kills Licinia in a fit of rage  and shows genuine guilt for it."
1,"He does however apologize to Spartacus over Lucretia tricking him into sleeping with Ilithyia, and seems to genuinely mean it ."
1,He even  goes out with a smile  knowing that   Batiatus will be following him soon enough.
1,"  Lucretia , occasionally doubling as the  Evil Genius ."
1,Now that   his cousin Lycinia has been horribly murdered  he has personal reasons to get involved in the story.
0,"Although the Romans did invent the military cut, the one Spartacus gets would be more accurate."
1,She escapes   the slave uprising at the ludus and heads back to Rome .
1,She obviously can't escape it forever judging from her last interaction with her husband.
1,"Lucretia lives, but as her husband and unborn child are dead she hardly gets off scot-free ."
1,"Lucretia was stabbed through her womb, but  Word Of God  states she will return for Season 2 and is thus not dead."
1,Ashur's cruelty to Pietros after   Barca is killed.
1,"Ashur again: he is allowed to have any of the slaves as his sex slave, and he chooses Naevia because he knows that she and Crixus are in love."
1,"This was also likely part of a  Xanatos Gambit  to get revenge on Crixus, it works flawlessly."
1,"The way he goes about   getting Barca killed  is worthy of mention, as is   his revenge on Crixus, the gladiator who wounded him, in episode 12."
0,"The scene introducing Mira to Spartacus bears striking similarity to the introduction of Spartacus and Varinia in  Spartacus , possibly  Foreshadowing  their future relationship."
1,DeKnight said in commentary for the finale that the only scene he regrets having to cut was after   Duro's death .
1,"Apparently, Agron kills  everyone , and Oenomaus comes to find him surrounded by the bodies of the guards."
1,":  Batiatus' slimy henchmen Aulus,   who was ordered to kill Spartacus' wife , has one in episode 11;   Towards the end of the episode, he finds himself all alone with Spartacus while he  ""questions""  him about the absence of the supposed wound he received trying to rescue her from alleged attackers while en route to the ludus."
1,"It makes sense if you have worked out that   it is actually  Ilithyia  not Lycinia under the mask, making both of them victims of a  very  brutal  Bed Trick ."
1,"Of all times and places, Ashur does this on   Sura's funeral ."
0,"Widely known as bumbling brother Jonathan in the  Mummy  movies, he shows a very dark side in the fifth episode."
1,A cut Spartacus receives in his fight with   Varro  that he doesn't get treated results in a wicked infection that nearly kills him.
1,Episode 13 has this gem;     Batiatus:  Friends!
1,We are perfectly safe inside the villa!
1,(cue the enraged gladiators storming into the villa)
0,Doctore seems to favor it.
1,":  Batiatus begins to break down   during the revolt at the end of Season 1, when he sees not only his plans for office, but his own ludus falling apart."
1,"Lucretia trashes her room after Ilithyia demands a night with   Crixus , who until then had been her personal sex toy."
1,"First by telling him that if he tries to kill Batiatus, whether he succeeds or not,  every  slave and gladiator in the ludus will be killed."
1,"When she learns that he did not take his revenge because Aurelia is now a slave for Batiatus, she  tears into him even more  for the fact that he'd let everyone except her die."
1,Spartacus tries to strangle her   after he finds out he had sex with her  and her own husband headbutts her when   he finds out she murdered Licinia .
1,Crixus on the other hand manages to stab   Lucretia  in the gentlest way possible.
1,"Batiatus   arranges Good Solonius' murder, then sends  Ashur  to warn him."
1,"If Good Solonius doesn't listen then he dies, if he does then Ashur gains his trust to exploit later."
1,His plan to   frame Good Solonius for the magistrate's murder  however relies on  precise  timing that would be nearly impossible in an age without clocks.
1,  Melitta  falls afoul of this in episode 5.
1,"The rest of season sees   all his joy destroyed, as he receives no credit or standing for seemingly impossible victories, is forced to withstand various humiliations  just because he's the best , is used as a pawn in the brutal chess game between Batiatus and Tullius, and his relationship with his only true friends is poisoned."
1,"Even the finale, where he receives much-deserved freedom, leaves him adrift, with no idea where he should go or what he should do."
1,":  Oenomaus   will become Doctore but will lose his wife and the faith he has to his Ludus, and never see glory in the arena again."
